Sno,Customerid,Response,Followup,Channeltype,mail,email,phone,Notes,
1454,4842,1,1,3,0,0,1,,
1455,1312,0,1,2,0,1,0,,
1456,3251,0,1,2,0,1,0,,
1457,4809,1,1,3,0,0,1,,
1458,2092,0,1,1,1,0,0,,
1459,4437,0,1,2,0,1,0,,
1460,667,0,1,1,1,0,0,,
1461,992,0,1,1,1,0,0,,
1462,4260,1,1,3,0,0,1,,
1463,3752,1,1,3,0,0,1,,
1464,4310,0,1,1,1,0,0,,
1465,1732,1,1,3,0,0,1,,
1466,25,0,1,1,1,0,0,,
1467,2945,1,1,3,0,0,1,,
1468,3725,0,1,1,1,0,0,,
1469,2919,0,1,1,1,0,0,,
1470,3679,1,1,3,0,0,1,,
1471,4286,1,1,2,0,1,0,,
1472,366,0,1,1,1,0,0,,
1473,1842,1,1,2,0,1,0,,
1474,1558,1,1,3,0,0,1,,
1475,4585,1,1,3,0,0,1,,
1476,905,0,1,2,0,1,0,,
1477,1568,1,1,3,0,0,1,,
1478,2984,0,1,2,0,1,0,,
1479,4089,0,1,1,1,0,0,,
1480,4139,0,1,2,0,1,0,,
1481,941,1,1,3,0,0,1,,
1482,4289,1,1,3,0,0,1,,
1483,3981,1,1,3,0,0,1,,
1484,3279,0,1,1,1,0,0,,
1485,1744,0,1,2,0,1,0,,
1486,2894,1,1,3,0,0,1,,
1487,3698,1,1,3,0,0,1,,
1488,808,0,1,1,1,0,0,,
1489,374,1,1,3,0,0,1,,
1490,427,0,1,1,1,0,0,,
1491,4676,1,1,3,0,0,1,,
1492,1234,1,1,3,0,0,1,,
1493,4028,1,1,3,0,0,1,,
1494,4331,0,1,1,1,0,0,,
1495,803,1,1,2,0,1,0,,
1496,2185,1,1,3,0,0,1,,
1497,665,1,1,3,0,0,1,,
1498,1686,1,1,3,0,0,1,,
1499,4840,1,1,2,0,1,0,,
1500,3993,1,1,3,0,0,1,,
1501,4388,1,1,2,0,1,0,,
1502,980,0,1,2,0,1,0,,
1503,2545,0,1,2,0,1,0,,
1504,215,1,1,3,0,0,1,,
1505,3657,0,1,1,1,0,0,,
1506,3225,0,1,3,0,0,1,,
1507,2996,0,1,2,0,1,0,,
1508,348,0,1,1,1,0,0,,
1509,4972,0,1,1,1,0,0,,
1510,4979,0,1,1,1,0,0,,
1511,769,0,1,2,0,1,0,,
1512,2161,1,1,3,0,0,1,,
1513,3295,0,1,1,1,0,0,,
1514,1682,0,1,1,1,0,0,,
1515,909,1,1,3,0,0,1,,
1516,1133,0,1,3,0,0,1,,
1517,2743,0,1,2,0,1,0,,
1518,2556,1,1,3,0,0,1,,
1519,975,0,1,2,0,1,0,,
1520,4602,0,1,1,1,0,0,,
1521,2500,1,1,3,0,0,1,,
1522,4883,0,1,2,0,1,0,,
1523,2991,0,1,2,0,1,0,,
1524,2967,1,1,3,0,0,1,,
1525,1433,0,1,1,1,0,0,,
1526,4232,0,1,1,1,0,0,,
1527,2841,0,1,2,0,1,0,,
1528,3818,0,1,1,1,0,0,,
1529,1266,1,1,3,0,0,1,,
1530,4265,0,1,3,0,0,1,,
1531,1387,1,1,2,0,1,0,,
1532,4036,1,1,2,0,1,0,,
1533,1713,0,1,2,0,1,0,,
1534,868,1,1,3,0,0,1,,
1535,2096,0,1,1,1,0,0,,
1536,790,1,1,3,0,0,1,,
1537,2615,0,1,1,1,0,0,,
1538,53,1,1,3,0,0,1,,
1539,1141,0,1,1,1,0,0,,
1540,4411,0,1,3,0,0,1,,
1541,4436,1,1,3,0,0,1,,
1542,228,1,1,2,0,1,0,,
1543,3910,1,1,2,0,1,0,,
1544,1042,1,1,3,0,0,1,,
1545,2211,0,1,1,1,0,0,,
1546,1356,0,1,1,1,0,0,,
1547,1501,0,1,1,1,0,0,,
1548,1705,1,1,3,0,0,1,,
1549,48,1,1,1,1,0,0,,
1550,3487,0,1,1,1,0,0,,
1551,2123,1,1,3,0,0,1,,
1552,762,1,1,2,0,1,0,,
1553,4562,0,1,3,0,0,1,,
1554,918,1,1,2,0,1,0,,
1555,3771,0,1,1,1,0,0,,
1556,3981,0,1,2,0,1,0,,
1557,4093,1,1,1,1,0,0,,
1558,1768,1,1,2,0,1,0,,
1559,1521,0,1,1,1,0,0,,
1560,4840,0,1,2,0,1,0,,
1561,1698,0,1,3,0,0,1,,
1562,3456,1,1,1,1,0,0,,
1563,1659,1,1,3,0,0,1,,
1564,1208,1,1,2,0,1,0,,
1565,249,0,1,2,0,1,0,,
1566,3463,0,1,3,0,0,1,,
1567,4044,0,1,3,0,0,1,,
1568,4110,1,1,2,0,1,0,,
1569,3123,0,1,1,1,0,0,,
1570,4078,0,1,2,0,1,0,,
1571,3621,1,1,2,0,1,0,,
1572,1662,1,1,1,1,0,0,,
1573,3563,0,1,1,1,0,0,,
1574,3311,0,1,1,1,0,0,,
1575,3014,1,1,3,0,0,1,,
1576,3092,0,1,3,0,0,1,,
1577,3166,1,1,2,0,1,0,,
1578,3481,0,1,2,0,1,0,,
1579,65,0,1,3,0,0,1,,
1580,2687,1,1,2,0,1,0,,
1581,2418,0,1,1,1,0,0,,
1582,4251,1,1,2,0,1,0,,
1583,539,1,1,3,0,0,1,,
1584,3915,1,1,3,0,0,1,,
1585,3396,1,1,2,0,1,0,,
1586,456,0,1,2,0,1,0,,
1587,305,1,1,2,0,1,0,,
1588,2400,0,1,1,1,0,0,,
1589,1364,1,1,1,1,0,0,,
1590,1282,1,1,3,0,0,1,,
1591,2703,1,1,3,0,0,1,,
1592,1842,0,1,2,0,1,0,,
1593,3797,0,1,3,0,0,1,,
1594,3727,0,1,2,0,1,0,,
1595,3716,1,1,1,1,0,0,,
1596,3163,0,1,1,1,0,0,,
1597,3663,1,1,2,0,1,0,,
1598,4045,0,1,2,0,1,0,,
1599,210,0,1,2,0,1,0,,
1600,3861,1,1,1,1,0,0,,
1601,1387,1,1,3,0,0,1,,
1602,4543,0,1,1,1,0,0,,
1603,892,1,1,2,0,1,0,,
1604,1582,0,1,3,0,0,1,,
1605,675,1,1,1,1,0,0,,
1606,4321,1,1,2,0,1,0,,
1607,1206,0,1,3,0,0,1,,
1608,3068,1,1,2,0,1,0,,
1609,3720,0,1,2,0,1,0,,
1610,1197,1,1,2,0,1,0,,
1611,3577,1,1,2,0,1,0,,
1612,2780,0,1,2,0,1,0,,
1613,3178,0,1,1,1,0,0,,
1614,4820,0,1,1,1,0,0,,
1615,857,1,1,2,0,1,0,,
1616,1537,1,1,2,0,1,0,,
1617,145,1,1,3,0,0,1,,
1618,2872,1,1,3,0,0,1,,
1619,2547,0,1,2,0,1,0,,
1620,2838,1,1,3,0,0,1,,
1621,3847,0,1,3,0,0,1,,
1622,7,1,1,2,0,1,0,,
1623,3176,1,1,3,0,0,1,,
1624,2586,0,1,2,0,1,0,,
1625,1785,1,1,1,1,0,0,,
1626,2198,0,1,3,0,0,1,,
1627,1853,0,1,1,1,0,0,,
1628,2162,1,1,3,0,0,1,,
1629,1652,1,1,1,1,0,0,,
1630,752,1,1,3,0,0,1,,
1631,3214,1,1,2,0,1,0,,
1632,3468,1,1,1,1,0,0,,
1633,4889,0,1,1,1,0,0,,
1634,2260,1,1,2,0,1,0,,
1635,1729,0,1,1,1,0,0,,
1636,1408,0,1,3,0,0,1,,
1637,218,1,1,3,0,0,1,,
1638,3711,1,1,1,1,0,0,,
1639,1458,1,1,1,1,0,0,,
1640,2415,1,1,1,1,0,0,,
1641,3390,0,1,1,1,0,0,,
1642,1190,0,1,2,0,1,0,,
1643,4354,1,1,3,0,0,1,,
1644,2247,1,1,1,1,0,0,,
1645,3260,0,1,2,0,1,0,,
1646,2235,0,1,3,0,0,1,,
1647,3660,1,1,2,0,1,0,,
1648,46,0,1,2,0,1,0,,
1649,2700,0,1,3,0,0,1,,
1650,1968,1,1,1,1,0,0,,
1651,2880,0,1,1,1,0,0,,
1652,3819,0,1,3,0,0,1,,
1653,3459,0,1,2,0,1,0,,
1654,1979,0,1,2,0,1,0,,
1655,590,1,1,1,1,0,0,,
1656,4052,1,1,3,0,0,1,,
1657,4110,0,1,1,1,0,0,,
1658,2974,1,1,3,0,0,1,,
1659,2697,1,1,3,0,0,1,,
1660,4862,0,1,2,0,1,0,,
1661,1245,1,1,1,1,0,0,,
1662,4617,1,1,2,0,1,0,,
1663,563,1,1,3,0,0,1,,
1664,1960,0,1,1,1,0,0,,
1665,4506,0,1,2,0,1,0,,
1666,403,1,1,1,1,0,0,,
1667,2061,0,1,2,0,1,0,,
1668,422,0,1,3,0,0,1,,
1669,3837,1,1,1,1,0,0,,
1670,1764,1,1,3,0,0,1,,
1671,684,0,1,3,0,0,1,,
1672,3776,1,1,3,0,0,1,,
1673,4971,1,1,2,0,1,0,,
1674,3007,1,1,3,0,0,1,,
1675,1409,1,1,3,0,0,1,,
1676,2824,0,1,3,0,0,1,,
1677,416,1,1,3,0,0,1,,
1678,3345,0,1,2,0,1,0,,
1679,4590,1,1,1,1,0,0,,
1680,3397,1,1,2,0,1,0,,
1681,1346,0,1,2,0,1,0,,
1682,4033,0,1,3,0,0,1,,
1683,569,1,1,1,1,0,0,,
1684,3983,0,1,3,0,0,1,,
1685,221,1,1,1,1,0,0,,
1686,186,0,1,1,1,0,0,,
1687,1866,1,1,3,0,0,1,,
1688,959,1,1,3,0,0,1,,
1689,3187,0,1,3,0,0,1,,
1690,4871,1,1,2,0,1,0,,
1691,4789,1,1,2,0,1,0,,
1692,1844,0,1,3,0,0,1,,
1693,3920,1,1,2,0,1,0,,
1694,1944,0,1,2,0,1,0,,
1695,3775,0,1,3,0,0,1,,
1696,3558,0,1,3,0,0,1,,
1697,2497,1,1,2,0,1,0,,
1698,1999,1,1,1,1,0,0,,
1699,1584,0,1,2,0,1,0,,
1700,3648,1,1,1,1,0,0,,
1701,4748,1,1,1,1,0,0,,
1702,1102,0,1,3,0,0,1,,
1703,4164,0,1,1,1,0,0,,
1704,842,0,1,1,1,0,0,,
1705,3316,1,1,2,0,1,0,,
1706,150,0,1,3,0,0,1,,
1707,3892,1,1,2,0,1,0,,
1708,1596,1,1,1,1,0,0,,
1709,2138,0,1,2,0,1,0,,
1710,2949,0,1,2,0,1,0,,
1711,2905,0,1,3,0,0,1,,
1712,3271,0,1,1,1,0,0,,
1713,2610,1,1,2,0,1,0,,
1714,1259,0,1,2,0,1,0,,
1715,1889,1,1,2,0,1,0,,
1716,533,0,1,3,0,0,1,,
1717,2202,1,1,2,0,1,0,,
1718,4056,1,1,2,0,1,0,,
1719,3009,1,1,1,1,0,0,,
1720,3528,1,1,2,0,1,0,,
1721,1470,0,1,2,0,1,0,,
1722,588,0,1,1,1,0,0,,
1723,4515,0,1,2,0,1,0,,
1724,979,0,1,1,1,0,0,,
1725,963,0,1,2,0,1,0,,
1726,2311,0,1,3,0,0,1,,
1727,2553,0,1,2,0,1,0,,
1728,2331,0,1,1,1,0,0,,
1729,792,1,1,2,0,1,0,,
1730,1368,0,1,2,0,1,0,,
1731,3570,1,1,3,0,0,1,,
1732,3586,0,1,1,1,0,0,,
1733,2008,1,1,3,0,0,1,,
1734,4935,1,1,3,0,0,1,,
1735,816,1,1,1,1,0,0,,
1736,21,0,1,3,0,0,1,,
1737,2180,0,1,3,0,0,1,,
1738,3959,1,1,2,0,1,0,,
1739,1390,1,1,3,0,0,1,,
1740,440,0,1,3,0,0,1,,
1741,3364,0,1,2,0,1,0,,
1742,3998,1,1,1,1,0,0,,
1743,934,1,1,3,0,0,1,,
1744,3656,1,1,2,0,1,0,,
1745,4372,0,1,1,1,0,0,,
1746,589,0,1,3,0,0,1,,
1747,4390,0,1,3,0,0,1,,
1748,1100,1,1,2,0,1,0,,
1749,2659,0,1,3,0,0,1,,
1750,3763,0,1,3,0,0,1,,
1751,4583,0,1,1,1,0,0,,
1752,540,0,1,2,0,1,0,,
1753,1109,1,1,3,0,0,1,,
1754,3399,0,1,2,0,1,0,,
1755,3615,1,1,2,0,1,0,,
1756,471,1,1,2,0,1,0,,
1757,3431,0,1,3,0,0,1,,
1758,2956,0,1,3,0,0,1,,
1759,137,1,1,1,1,0,0,,
1760,2538,0,1,1,1,0,0,,
1761,2684,1,1,1,1,0,0,,
1762,4740,1,1,3,0,0,1,,
1763,804,1,1,3,0,0,1,,
1764,3434,0,1,2,0,1,0,,
1765,3753,0,1,1,1,0,0,,
1766,3990,1,1,1,1,0,0,,
1767,1493,1,1,2,0,1,0,,
1768,3828,1,1,2,0,1,0,,
1769,4721,0,1,3,0,0,1,,
1770,2299,0,1,2,0,1,0,,
1771,3911,1,1,1,1,0,0,,
1772,2361,0,1,3,0,0,1,,
1773,2945,1,1,3,0,0,1,,
1774,1944,0,1,3,0,0,1,,
1775,2933,0,1,2,0,1,0,,
1776,3337,0,1,2,0,1,0,,
1777,644,0,1,1,1,0,0,,
1778,2387,1,1,3,0,0,1,,
1779,2076,1,1,3,0,0,1,,
1780,959,0,1,3,0,0,1,,
1781,255,1,1,3,0,0,1,,
1782,4143,0,1,2,0,1,0,,
1783,3760,0,1,3,0,0,1,,
1784,69,0,1,2,0,1,0,,
1785,2371,0,1,2,0,1,0,,
1786,148,1,1,2,0,1,0,,
1787,2529,1,1,1,1,0,0,,
1788,3548,1,1,2,0,1,0,,
1789,2958,1,1,3,0,0,1,,
1790,1389,1,1,2,0,1,0,,
1791,3371,1,1,1,1,0,0,,
1792,4175,0,1,2,0,1,0,,
1793,2278,1,1,1,1,0,0,,
1794,4812,0,1,3,0,0,1,,
1795,4851,1,1,3,0,0,1,,
1796,462,1,1,2,0,1,0,,
1797,4416,0,1,1,1,0,0,,
1798,4622,1,1,3,0,0,1,,
1799,2186,1,1,3,0,0,1,,
1800,2589,1,1,3,0,0,1,,
1801,3816,0,1,3,0,0,1,,
1802,1673,1,1,2,0,1,0,,
1803,4618,0,1,2,0,1,0,,
1804,2709,0,1,1,1,0,0,,
1805,1398,1,1,2,0,1,0,,
1806,288,1,1,3,0,0,1,,
1807,3676,1,1,1,1,0,0,,
1808,1228,0,1,3,0,0,1,,
1809,607,0,1,2,0,1,0,,
1810,86,0,1,2,0,1,0,,
1811,1056,1,1,2,0,1,0,,
1812,445,1,1,2,0,1,0,,
1813,1015,1,1,3,0,0,1,,
1814,3521,0,1,2,0,1,0,,
1815,4825,1,1,3,0,0,1,,
1816,1975,1,1,2,0,1,0,,
1817,2490,1,1,2,0,1,0,,
1818,2213,0,1,3,0,0,1,,
1819,1811,0,1,3,0,0,1,,
1820,1099,0,1,2,0,1,0,,
1821,4472,0,1,1,1,0,0,,
1822,3936,1,1,3,0,0,1,,
1823,140,1,1,2,0,1,0,,
1824,1138,1,1,3,0,0,1,,
1825,1895,0,1,3,0,0,1,,
1826,2140,0,1,1,1,0,0,,
1827,1829,0,1,2,0,1,0,,
1828,345,0,1,3,0,0,1,,
1829,3867,1,1,2,0,1,0,,
1830,2723,1,1,1,1,0,0,,
1831,1600,0,1,3,0,0,1,,
1832,2457,1,1,3,0,0,1,,
1833,2516,0,1,3,0,0,1,,
1834,2687,1,1,2,0,1,0,,
1835,996,0,1,1,1,0,0,,
1836,3716,1,1,1,1,0,0,,
1837,816,1,1,2,0,1,0,,
1838,1375,1,1,1,1,0,0,,
1839,172,1,1,1,1,0,0,,
1840,4163,0,1,2,0,1,0,,
1841,1440,1,1,3,0,0,1,,
1842,2729,1,1,1,1,0,0,,
1843,3315,0,1,2,0,1,0,,
1844,3497,1,1,1,1,0,0,,
1845,1914,1,1,2,0,1,0,,
1846,1171,0,1,2,0,1,0,,
1847,3272,0,1,2,0,1,0,,
1848,2345,1,1,1,1,0,0,,
1849,3270,0,1,1,1,0,0,,
1850,3853,1,1,1,1,0,0,,
1851,1245,1,1,1,1,0,0,,
1852,2915,0,1,2,0,1,0,,
1853,6,1,1,3,0,0,1,,
1854,1309,1,1,1,1,0,0,,
1855,3464,1,1,2,0,1,0,,
1856,493,0,1,2,0,1,0,,
1857,2093,0,1,3,0,0,1,,
1858,306,0,1,2,0,1,0,,
1859,1966,0,1,3,0,0,1,,
1860,4062,0,1,2,0,1,0,,
1861,3154,1,1,3,0,0,1,,
1862,2072,1,1,3,0,0,1,,
1863,2050,0,1,1,1,0,0,,
1864,3658,0,1,2,0,1,0,,
1865,3842,0,1,3,0,0,1,,
1866,1925,0,1,2,0,1,0,,
1867,271,1,1,3,0,0,1,,
1868,3019,0,1,1,1,0,0,,
1869,4221,1,1,2,0,1,0,,
1870,1964,0,1,1,1,0,0,,
1871,4102,1,1,2,0,1,0,,
1872,1708,0,1,1,1,0,0,,
1873,2809,0,1,2,0,1,0,,
1874,1013,0,1,1,1,0,0,,
1875,669,0,1,1,1,0,0,,
1876,267,0,1,3,0,0,1,,
1877,1112,1,1,3,0,0,1,,
1878,2558,1,1,2,0,1,0,,
1879,4170,1,1,2,0,1,0,,
1880,2212,1,1,2,0,1,0,,
1881,1811,0,1,3,0,0,1,,
1882,3852,1,1,1,1,0,0,,
1883,1217,1,1,1,1,0,0,,
1884,2094,1,1,2,0,1,0,,
1885,2916,0,1,1,1,0,0,,
1886,2343,1,1,3,0,0,1,,
1887,2553,1,1,3,0,0,1,,
1888,4454,0,1,3,0,0,1,,
1889,76,1,1,2,0,1,0,,
1890,3307,1,1,1,1,0,0,,
1891,400,0,1,2,0,1,0,,
1892,1926,1,1,3,0,0,1,,
1893,1298,1,1,3,0,0,1,,
1894,791,1,1,1,1,0,0,,
1895,4756,1,1,1,1,0,0,,
1896,702,0,1,3,0,0,1,,
1897,4003,0,1,2,0,1,0,,
1898,1968,1,1,1,1,0,0,,
1899,615,0,1,3,0,0,1,,
1900,3389,1,1,2,0,1,0,,
1901,421,0,1,2,0,1,0,,
1902,1019,0,1,2,0,1,0,,
1903,1184,0,1,1,1,0,0,,
1904,2638,0,1,3,0,0,1,,
1905,4542,1,1,1,1,0,0,,
1906,1184,1,1,2,0,1,0,,
1907,4252,1,1,3,0,0,1,,
1908,3943,1,1,3,0,0,1,,
1909,4480,0,1,2,0,1,0,,
1910,1190,1,1,3,0,0,1,,
1911,2083,0,1,3,0,0,1,,
1912,867,1,1,2,0,1,0,,
1913,3807,1,1,1,1,0,0,,
1914,3675,0,1,1,1,0,0,,
1915,1649,0,1,2,0,1,0,,
1916,2469,0,1,2,0,1,0,,
1917,652,0,1,2,0,1,0,,
1918,4970,1,1,3,0,0,1,,
1919,666,1,1,1,1,0,0,,
1920,4807,1,1,2,0,1,0,,
1921,4046,0,1,3,0,0,1,,
1922,4201,0,1,3,0,0,1,,
1923,2942,0,1,2,0,1,0,,
1924,2926,0,1,1,1,0,0,,
1925,816,1,1,2,0,1,0,,
1926,1894,0,1,1,1,0,0,,
1927,4089,0,1,1,1,0,0,,
1928,212,0,1,3,0,0,1,,
1929,4742,1,1,2,0,1,0,,
1930,5,1,1,3,0,0,1,,
1931,3965,1,1,2,0,1,0,,
1932,4057,1,1,3,0,0,1,,
1933,232,1,1,1,1,0,0,,
1934,995,0,1,1,1,0,0,,
1935,1020,0,1,3,0,0,1,,
1936,609,1,1,1,1,0,0,,
1937,4472,0,1,3,0,0,1,,
1938,2779,1,1,3,0,0,1,,
1939,3478,1,1,1,1,0,0,,
1940,3013,1,1,1,1,0,0,,
1941,342,1,1,1,1,0,0,,
1942,2054,1,1,1,1,0,0,,
1943,2341,1,1,1,1,0,0,,
1944,2689,0,1,1,1,0,0,,
1945,4358,0,1,3,0,0,1,,
1946,1541,1,1,1,1,0,0,,
1947,3309,1,1,3,0,0,1,,
1948,2156,0,1,2,0,1,0,,
1949,4788,1,1,1,1,0,0,,
1950,409,0,1,1,1,0,0,,
1951,2776,1,1,1,1,0,0,,
1952,3254,1,1,1,1,0,0,,
1953,3151,0,1,2,0,1,0,,
1954,1124,1,1,2,0,1,0,,
1955,3059,1,1,1,1,0,0,,
1956,3838,0,1,3,0,0,1,,
1957,3134,1,1,3,0,0,1,,
1958,1088,0,1,1,1,0,0,,
1959,3517,0,1,2,0,1,0,,
1960,523,0,1,1,1,0,0,,
1961,4967,1,1,1,1,0,0,,
1962,2470,0,1,1,1,0,0,,
1963,2533,0,1,3,0,0,1,,
1964,4317,1,1,1,1,0,0,,
1965,4701,1,1,3,0,0,1,,
1966,3170,1,1,1,1,0,0,,
1967,131,1,1,3,0,0,1,,
1968,2664,1,1,3,0,0,1,,
1969,2378,1,1,2,0,1,0,,
1970,12,1,1,2,0,1,0,,
1971,2000,0,1,1,1,0,0,,
1972,567,0,1,3,0,0,1,,
1973,3642,0,1,3,0,0,1,,
1974,1551,0,1,1,1,0,0,,
1975,3660,0,1,2,0,1,0,,
1976,4020,1,1,3,0,0,1,,
1977,532,0,1,1,1,0,0,,
1978,2949,1,1,3,0,0,1,,
1979,3859,0,1,1,1,0,0,,
1980,706,0,1,1,1,0,0,,
1981,2662,1,1,1,1,0,0,,
1982,3976,0,1,3,0,0,1,,
1983,3982,0,1,2,0,1,0,,
1984,1330,1,1,2,0,1,0,,
1985,278,1,1,3,0,0,1,,
1986,1135,0,1,3,0,0,1,,
1987,2009,0,1,2,0,1,0,,
1988,3240,1,1,2,0,1,0,,
1989,2585,1,1,1,1,0,0,,
1990,334,1,1,1,1,0,0,,
1991,1233,1,1,1,1,0,0,,
1992,1406,1,1,3,0,0,1,,
1993,1867,1,1,3,0,0,1,,
1994,2138,1,1,1,1,0,0,,
1995,546,0,1,3,0,0,1,,
1996,2155,0,1,1,1,0,0,,
1997,2147,0,1,1,1,0,0,,
1998,3308,1,1,1,1,0,0,,
1999,337,1,1,1,1,0,0,,
2000,3249,1,1,3,0,0,1,,
2001,792,1,1,3,0,0,1,,
2002,3032,1,1,1,1,0,0,,
2003,4231,0,1,1,1,0,0,,
2004,3378,0,1,1,1,0,0,,
2005,4188,1,1,3,0,0,1,,
2006,1452,1,1,3,0,0,1,,
2007,2253,1,1,3,0,0,1,,
2008,2825,0,1,3,0,0,1,,
2009,2068,1,1,2,0,1,0,,
2010,2434,0,1,2,0,1,0,,
2011,4546,1,1,1,1,0,0,,
2012,2722,0,1,3,0,0,1,,
2013,3321,0,1,1,1,0,0,,
2014,148,1,1,1,1,0,0,,
2015,696,1,1,2,0,1,0,,
2016,2537,1,1,2,0,1,0,,
2017,4598,1,1,3,0,0,1,,
2018,698,0,1,1,1,0,0,,
2019,3728,0,1,1,1,0,0,,
2020,1062,1,1,2,0,1,0,,
2021,2734,1,1,1,1,0,0,,
2022,895,0,1,1,1,0,0,,
2023,1873,1,1,2,0,1,0,,
2024,1442,0,1,1,1,0,0,,
2025,4006,0,1,3,0,0,1,,
2026,638,1,1,1,1,0,0,,
2027,158,0,1,1,1,0,0,,
2028,4349,0,1,3,0,0,1,,
2029,1392,1,1,1,1,0,0,,
2030,2542,1,1,3,0,0,1,,
2031,3231,1,1,3,0,0,1,,
2032,3186,0,1,2,0,1,0,,
2033,4172,0,1,1,1,0,0,,
2034,2332,0,1,3,0,0,1,,
2035,4378,1,1,3,0,0,1,,
2036,3480,1,1,3,0,0,1,,
2037,2023,1,1,2,0,1,0,,
2038,2615,1,1,1,1,0,0,,
2039,1512,0,1,2,0,1,0,,
2040,56,1,1,2,0,1,0,,
2041,3618,0,1,2,0,1,0,,
2042,1974,1,1,2,0,1,0,,
2043,1504,0,1,1,1,0,0,,
2044,3852,0,1,3,0,0,1,,
2045,3440,0,1,2,0,1,0,,
2046,2565,0,1,1,1,0,0,,
2047,2958,0,1,3,0,0,1,,
2048,930,0,1,3,0,0,1,,
2049,2903,1,1,3,0,0,1,,
2050,1394,1,1,2,0,1,0,,
2051,444,1,1,3,0,0,1,,
2052,2596,0,1,1,1,0,0,,
2053,4717,1,1,2,0,1,0,,
2054,4747,1,1,3,0,0,1,,
2055,2393,0,1,2,0,1,0,,
2056,3495,1,1,1,1,0,0,,
2057,4462,0,1,1,1,0,0,,
2058,4380,1,1,1,1,0,0,,
2059,951,1,1,1,1,0,0,,
2060,3587,1,1,2,0,1,0,,
2061,3618,1,1,2,0,1,0,,
2062,4818,1,1,1,1,0,0,,
2063,1471,0,1,3,0,0,1,,
2064,4112,1,1,1,1,0,0,,
2065,2870,1,1,2,0,1,0,,
2066,4579,0,1,1,1,0,0,,
2067,128,0,1,2,0,1,0,,
2068,1303,0,1,2,0,1,0,,
2069,2101,1,1,1,1,0,0,,
2070,3818,1,1,2,0,1,0,,
2071,602,0,1,2,0,1,0,,
2072,1004,0,1,1,1,0,0,,
2073,1917,0,1,3,0,0,1,,
2074,4484,0,1,2,0,1,0,,
2075,573,0,1,1,1,0,0,,
2076,4759,0,1,2,0,1,0,,
2077,2693,0,1,3,0,0,1,,
2078,3248,0,1,1,1,0,0,,
2079,933,1,1,2,0,1,0,,
2080,2477,0,1,2,0,1,0,,
2081,1469,1,1,3,0,0,1,,
2082,2752,1,1,3,0,0,1,,
2083,3019,0,1,3,0,0,1,,
2084,144,0,1,3,0,0,1,,
2085,4135,0,1,1,1,0,0,,
2086,3083,1,1,2,0,1,0,,
2087,931,0,1,3,0,0,1,,
2088,1997,0,1,3,0,0,1,,
2089,806,0,1,1,1,0,0,,
2090,2377,0,1,1,1,0,0,,
2091,1360,0,1,1,1,0,0,,
2092,2039,0,1,2,0,1,0,,
2093,3682,0,1,3,0,0,1,,
2094,3528,0,1,3,0,0,1,,
2095,1298,0,1,1,1,0,0,,
2096,2253,0,1,3,0,0,1,,
2097,3856,1,1,1,1,0,0,,
2098,4422,1,1,2,0,1,0,,
2099,3784,0,1,3,0,0,1,,
2100,2486,1,1,3,0,0,1,,
2101,2440,0,1,2,0,1,0,,
2102,4184,0,1,3,0,0,1,,
2103,2544,1,1,3,0,0,1,,
2104,610,1,1,2,0,1,0,,
2105,3687,0,1,2,0,1,0,,
2106,3045,1,1,1,1,0,0,,
2107,1421,0,1,3,0,0,1,,
2108,3177,0,1,2,0,1,0,,
2109,928,0,1,3,0,0,1,,
2110,1196,0,1,1,1,0,0,,
2111,2503,0,1,3,0,0,1,,
2112,1140,0,1,2,0,1,0,,
2113,4434,0,1,1,1,0,0,,
2114,170,0,1,3,0,0,1,,
2115,113,0,1,2,0,1,0,,
2116,1844,0,1,1,1,0,0,,
2117,3355,1,1,2,0,1,0,,
2118,557,1,1,1,1,0,0,,
2119,1230,1,1,3,0,0,1,,
2120,3188,0,1,3,0,0,1,,
2121,4196,0,1,1,1,0,0,,
2122,3737,0,1,2,0,1,0,,
2123,4681,0,1,3,0,0,1,,
2124,3703,1,1,2,0,1,0,,
2125,4628,0,1,2,0,1,0,,
2126,1470,0,1,2,0,1,0,,
2127,3754,0,1,3,0,0,1,,
2128,619,0,1,3,0,0,1,,
2129,2568,0,1,1,1,0,0,,
2130,3325,1,1,2,0,1,0,,
2131,217,1,1,1,1,0,0,,
2132,2093,1,1,1,1,0,0,,
2133,2355,1,1,1,1,0,0,,
2134,888,1,1,1,1,0,0,,
2135,2014,1,1,2,0,1,0,,
2136,2848,1,1,2,0,1,0,,
2137,4443,0,1,1,1,0,0,,
2138,4789,1,1,1,1,0,0,,
2139,1527,0,1,2,0,1,0,,
2140,671,0,1,1,1,0,0,,
2141,3656,1,1,2,0,1,0,,
2142,1658,0,1,3,0,0,1,,
2143,1208,0,1,3,0,0,1,,
2144,2215,0,1,1,1,0,0,,
2145,1938,0,1,1,1,0,0,,
2146,2929,1,1,1,1,0,0,,
2147,4811,1,1,3,0,0,1,,
2148,3916,1,1,3,0,0,1,,
2149,4094,0,1,2,0,1,0,,
2150,851,0,1,1,1,0,0,,
2151,92,0,1,2,0,1,0,,
2152,1227,0,1,1,1,0,0,,
2153,4110,0,1,1,1,0,0,,
2154,3492,1,1,3,0,0,1,,
2155,3619,0,1,3,0,0,1,,
2156,419,1,1,3,0,0,1,,
2157,1952,0,1,2,0,1,0,,
2158,3548,0,1,3,0,0,1,,
